ID_BARRAGEM	NOME DA BARRAGEM DE MINERAÇÃO	NOME DO EMPREENDEDOR	CPF/CNPJ	LATITUDE	LONGITUDE	POSICIONAMENTO	UF	MUNICÍPIO	MINÉRIO PRINCIPAL	ALTURA ATUAL (m)	VOLUME ATUAL (m3)	MÉTODO CONSTRUTIVO	CATEGORIA DE RISCO	DANO POTENCIAL ASSOCIADO	CLASSE	INSERIDA NA PNSB?
218	Miraí	Companhia Brasileira de Alumínio	61.409.892/0001-73	"-21°03'43.757"""	"-42°33'49.546"""	Sul do Equador	MG	MIRAÍ	Bauxita Grau Metalúrgico	52	31598100	Alteamento a jusante	Baixa	Alta	B	Sim
219	Moita	Mineração Serras do Oeste Eireli	28.917.748/0001-72	"-19°56'05.733"""	"-43°38'56.601"""	Sul do Equador	MG	CAETÉ	Minério de Ouro Primário	19	335562	Alteamento por linha de centro	Baixa	Alta	B	Sim
220	Monjolo	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°57'49.103"""	"-43°14'16.323"""	Sul do Equador	MG	SANTA BÁRBARA	Minério de Ferro	23,5	400000	Etapa única	Baixa	Alta	B	Sim
221	Mosquito	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°06'19.708"""	"-43°24'15.056"""	Sul do Equador	MG	CATAS ALTAS	Minério de Ferro	11,3	1089830,5	Etapa única	Baixa	Alta	B	Sim
222	Norte/Laranjeiras	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°50'54.032"""	"-43°25'18.194"""	Sul do Equador	MG	BARÃO DE COCAIS	Minério de Ferro	58,8	16550529	Etapa única	Baixa	Alta	B	Sim
223	Nova Barragem de Santarém	Samarco Mineração S A.	16.628.281/0001-61	"-20°13'50.314"""	"-43°26'29.842"""	Sul do Equador	MG	MARIANA	Itabirito	48	6940000	Etapa única	Baixa	Alta	B	Sim
224	Paracatu	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°07'06.227"""	"-43°24'52.458"""	Sul do Equador	MG	CATAS ALTAS	Minério de Ferro	23	36685	Etapa única	Baixa	Média	C	Sim
225	PDE 3	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°51'50.917"""	"-43°21'21.130"""	Sul do Equador	MG	SÃO GONÇALO DO RIO ABAIXO	Minério de Ferro	34,5	22101	Etapa única	Baixa	Baixa	E	Sim
226	PDE Fosforoso	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°09'33.507"""	"-43°28'09.519"""	Sul do Equador	MG	MARIANA	Minério de Ferro	21	20000	Etapa única	Baixa	Baixa	E	Sim
227	PDE Permanente I	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°11'04.315"""	"-43°26'15.409"""	Sul do Equador	MG	MARIANA	Minério de Ferro	9,5	30000	Etapa única	Baixa	Alta	B	Sim
228	PDE Permanente II - Fase I	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°12'26.903"""	"-43°27'15.839"""	Sul do Equador	MG	MARIANA	Minério de Ferro	7	15000	Etapa única	Baixa	Média	C	Sim
229	Peneirinha	Vale S A Filial: Vale Vargem Grande	33.592.510/0034-12	"-20°06'38.215"""	"-43°57'49.011"""	Sul do Equador	MG	NOVA LIMA	Minério de Ferro	40	431595,59	Alteamento a jusante	Baixa	Média	C	Sim
230	Piabas	Vale S A Filial: Vale Itabira	33.592.510/0164-09	"-19°33'48.506"""	"-43°12'22.618"""	Sul do Equador	MG	ITABIRA	Minério de Ferro	28	1537164	Alteamento a jusante	Baixa	Alta	B	Sim
231	Pilha Barragem	EXTRATIVA MINERAL LTDA	17.174.889/0001-26	"-20°06'44.700"""	"-43°54'28.500"""	Sul do Equador	MG	NOVA LIMA	Minério de Ferro	25	1830000	Alteamento a montante ou desconhecido	Baixa	Baixa	E	Sim
232	Pontal	Vale S A Filial: Vale Itabira	33.592.510/0164-09	"-19°37'31.668"""	"-43°10'58.597"""	Sul do Equador	MG	ITABIRA	Minério de Ferro	69	226957900	Alteamento a jusante	Baixa	Alta	B	Sim
233	Porteirinha	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°57'36.1472"""	"-43° 22' 36.8249"""	Sul do Equador	MG	SANTA BÁRBARA	Minério de Ferro	31	800200	Alteamento a jusante	Baixa	Alta	B	Sim
234	Principal	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°10'24.600"""	"-43°36'55.100"""	Sul do Equador	MG	SANTA BÁRBARA	Minério de Ferro	20	1994773	Etapa única	Baixa	Alta	B	Sim
235	Quinzinho	Vale S A Filial: Vale Itabira	33.592.510/0164-09	"-19°36'26.409"""	"-43°15'26.118"""	Sul do Equador	MG	ITABIRA	Minério de Ferro	16	107057	Etapa única	Baixa	Alta	B	Sim
236	Rancho Casca	Nacional de Grafite Ltda	21.228.861/0001-00	"-15°55'07.900"""	"-41°02'20.600"""	Sul do Equador	MG	PEDRA AZUL	Xisto	50	17500000	Etapa única	Baixa	Alta	B	Sim
237	RAPAUNHA	Anglogold Ashanti Córrego do Sítio Mineração S.a.	18.565.382/0001-66	"-19°57'54.000"""	"-43°50'29.000"""	Sul do Equador	MG	NOVA LIMA	Minério de Ouro Primário	50,5	8690243	Alteamento a jusante	Baixa	Alta	B	Sim
238	Rio do Peixe	Vale S A Filial: Vale Itabira	33.592.510/0164-09	"-19°40'27.200"""	"-43°14'11.100"""	Sul do Equador	MG	ITABIRA	Minério de Ferro	31	13800000	Etapa única	Baixa	Alta	B	Sim
239	Santa Bárbara	Vallourec Mineração Ltda	22.931.380/0001-10	"-20°09'42.700"""	"-44°00'22.400"""	Sul do Equador	MG	BRUMADINHO	Areia e Cascalho	36	660278,89	Alteamento a jusante	Baixa	Alta	B	Sim
240	Santana	Vale S A Filial: Vale Itabira	33.592.510/0164-09	"-19°33'18.339"""	"-43°09'39.105"""	Sul do Equador	MG	ITABIRA	Minério de Ferro	52,4	15700000	Alteamento a jusante	Baixa	Alta	B	Sim
241	Sul (Córrego do Canal)	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°53'02.310"""	"-43°23'08.448"""	Sul do Equador	MG	SÃO GONÇALO DO RIO ABAIXO	Minério de Ferro	83	53740000	Alteamento a jusante	Baixa	Alta	B	Sim
242	Sul Inferior	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°58'32.614"""	"-43°36'02.511"""	Sul do Equador	MG	BARÃO DE COCAIS	Minério de Ferro	35	510361,84	Etapa única	Baixa	Alta	B	Sim
243	Sul Superior	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°58'12.632"""	"-43°35'48.721"""	Sul do Equador	MG	BARÃO DE COCAIS	Minério de Ferro	85	6016849	Alteamento a montante ou desconhecido	Baixa	Alta	B	Sim
244	Tanque Específico IX-B	Kinross Brasil Mineração S A	20.346.524/0001-46	"-17°10'26.920"""	"-46°52'44.750"""	Sul do Equador	MG	PARACATU	Minério de Ouro Primário	15	1010000	Etapa única	Baixa	Média	C	Sim
245	Tanque Específico X	Kinross Brasil Mineração S A	20.346.524/0001-46	"-17°10'31.570"""	"-46°53'15.970"""	Sul do Equador	MG	PARACATU	Minério de Ouro Primário	15	1188168,57	Etapa única	Baixa	Média	C	Sim
246	Tanque Específico XI	Kinross Brasil Mineração S A	20.346.524/0001-46	"-17°10'20.670"""	"-46°52'59.920"""	Sul do Equador	MG	PARACATU	Minério de Ouro Primário	11,8	530359,06	Etapa única	Baixa	Média	C	Sim
247	Tanque Específico XII	Kinross Brasil Mineração S A	20.346.524/0001-46	"-17°10'56.180"""	"-46°53'55.680"""	Sul do Equador	MG	PARACATU	Minério de Ouro Primário	46,3	1749516,71	Alteamento a jusante	Baixa	Média	C	Sim
248	Taquaras	Minerações Brasileiras Reunidas Sa Filial: MBR Paraopeba	33.417.445/0026-89	"-20°02'21.600"""	"-43°55'44.900"""	Sul do Equador	MG	NOVA LIMA	Minério de Ferro	25	950000	Etapa única	Baixa	Alta	B	Sim
249	Timbopeba	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°16'13.852"""	"-43°29'46.447"""	Sul do Equador	MG	OURO PRETO	Minério de Ferro	64,9	34000000	Etapa única	Baixa	Alta	B	Sim
250	Três Fontes	Vale S A Filial: Vale Itabira	33.592.510/0164-09	"-19°37'19.516"""	"-43°14'02.625"""	Sul do Equador	MG	ITABIRA	Minério de Ferro	10	20500	Etapa única	Baixa	Alta	B	Sim
251	Turmalina	Mineração Turmalina Ltda	01.731.616/0001-03	"-19°44'45.800"""	"-44°52'27.900"""	Sul do Equador	MG	CONCEIÇÃO DO PARÁ	Minério de Ouro Primário	18	684133,45	Etapa única	Baixa	Alta	B	Sim
252	Vargem Grande	Vale S A Filial: Vale Vargem Grande	33.592.510/0034-12	"-20°10'54.700"""	"-43°52'01.200"""	Sul do Equador	MG	NOVA LIMA	Minério de Ferro	35	9500000	Alteamento a montante ou desconhecido	Baixa	Alta	B	Sim
253	VI	Vale S A Filial: Vale Paraopeba	33.592.510/0035-01	"-20°07'08.600"""	"-44°07'27.900"""	Sul do Equador	MG	BRUMADINHO	Minério de Ferro	40	843809	Etapa única	Baixa	Alta	B	Sim
254	VI	Vale S A Filial: Vale Paraopeba	33.592.510/0035-01	"-20°07'08.600"""	"-44°07'27.900"""	Sul do Equador	MG	BRUMADINHO	Minério de Ferro	40	843809	Etapa única	Baixa	Alta	B	Sim
255	VII	Vale S A Filial: Vale Paraopeba	33.592.510/0035-01	"-20°06'15.400"""	"-44°07'10.800"""	Sul do Equador	MG	BRUMADINHO	Minério de Ferro	22,5	22200	Etapa única	Baixa	Média	C	Sim
256	Volta Grande 1	Amg Mineração S.a.	11.224.676/0001-85	"-21°05'16.000"""	"-44°35'22.800"""	Sul do Equador	MG	NAZARENO	Pegmatito	40	658400	Alteamento a montante ou desconhecido	Baixa	Alta	B	Sim
257	Volta Grande 2	Amg Mineração S.a.	11.224.676/0001-85	"-21°05'08.200"""	"-44°35'12.700"""	Sul do Equador	MG	NAZARENO	Pegmatito	32	1258000	Alteamento a montante ou desconhecido	Baixa	Alta	B	Sim
258	Volta Grande 3	Amg Mineração S.a.	11.224.676/0001-85	"-21°4'23.3299"""	"-44°35'18.3854"""	Sul do Equador	MG	SÃO TIAGO	Pegmatito	19	264601,17	Etapa única	Baixa	Alta	B	Sim
259	Bacia 02 Pé da Serra	Mineração Corumbaense Reunida Sa	03.327.988/0001-96	"-19°10'16.626"""	"-57°38'11.201"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	4,25	27525	Etapa única	Baixa	Média	C	Sim
260	Bacia 03-04 Pé da Serra	Mineração Corumbaense Reunida Sa	03.327.988/0001-96	"-19°10'26.511"""	"-57°38'22.230"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	4,2	84510,65	Etapa única	Baixa	Média	C	Sim
261	Bacia 07-08 Pé da Serra	Mineração Corumbaense Reunida Sa	03.327.988/0001-96	"-19°10'31.131"""	"-57°38'22.111"""	Sul do Equador	MS	CORUMBÁ	Minério de Manganês	4,95	169312,5	Etapa única	Baixa	Alta	B	Sim
262	Barragem B-6	Vetorial Mineração S A	61.247.870/0001-54	"-19°15'45.700"""	"-57°31'37.400"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	11	103000	Etapa única	Baixa	Média	C	Sim
263	Barragem Sul	Vetorial Mineração S A	61.247.870/0001-54	"-19°12'19.900"""	"-57°38'07.100"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	23	600000	Alteamento a montante ou desconhecido	Baixa	Alta	B	Sim
264	Gregório	Mineração Corumbaense Reunida Sa	03.327.988/0001-96	"-19°13'28.008"""	"-57°33'35.925"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	34,5	2130284	Alteamento por linha de centro	Baixa	Alta	B	Sim
265	B1	Arthur Henrique de Melo	00.092.022/0141-20	"-16°08'23.400"""	"-56°23'40.400"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Minério de Ouro Primário	10	500668,83	Alteamento a jusante	Baixa	Média	C	Sim
266	B1	Mineração Apoena S A	10.302.599/0001-71	"-14°32'41.040"""	"-59°46'31.110"""	Sul do Equador	MT	NOVA LACERDA	Rocha Aurífera	6	245385	Etapa única	Baixa	Alta	B	Sim
267	B5	Mineração Apoena S A	10.302.599/0001-71	"-14°32'13.600"""	"-59°46'12.880"""	Sul do Equador	MT	NOVA LACERDA	Minério de Ouro Primário	8	1270287	Alteamento a montante ou desconhecido	Média	Alta	B	Sim
268	Bacia de Rejeitos	Reginaldo Luiz de Almeida Ferreira Me	08.838.089/0001-71	"-15°41'28.900"""	"-56°21'03.500"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Rocha Aurífera	25	625000	Alteamento a jusante	Média	Baixa	D	Sim
269	Barragem 01	Salinas Gold Mineração Ltda	03.212.955/0001-09	"-16°11'03.320"""	"-56°26'06.040"""	Sul do Equador	MT	POCONÉ	Minério de Ouro Primário	22,05	4640000	Alteamento a jusante	Média	Alta	B	Sim
270	Barragem 1	José João de Pinho Novo	00.044.167/8141-53	"-16°05'04.810"""	"-56°33'54.300"""	Sul do Equador	MT	POCONÉ	Argila	6	50000	Alteamento a jusante	Média	Média	C	Sim
271	Barragem de Rejeito 1	Valdinei Mauro de Souza	00.056.836/0581-49	"-16°18'18.490"""	"-56°43'14.198"""	Sul do Equador	MT	POCONÉ	Minério de Ouro Primário	15	1067704,2	Alteamento por linha de centro	Média	Baixa	D	Sim
272	Barragem de Rejeito Estrela 03	Mara Daisy Gil Dias	00.082.494/2401-82	"-15°39'16.700"""	"-56°23'19.550"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Minério de Ouro Primário	10	95000	Alteamento por linha de centro	Baixa	Média	C	Sim
273	Barragem de Rejeito Max	Marcio Nascimento	00.005.208/1651-04	"-15°53'44.100"""	"-56°11'07.400"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Areia	7,5	1205301,52	Alteamento a jusante	Média	Média	C	Sim
274	Barragem de Rejeitos Bom Futuro	José Maria Otávio Martins Duarte	00.086.950/7031-04	"-15°39'33.400"""	"-56°17'06.300"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Rocha Aurífera	15	1183119,15	Alteamento a jusante	Baixa	Baixa	E	Sim
275	Barragem do Serginho	Sergio da Silva	00.020.618/9991-91	"-15°55'18.280"""	"-56°09'47.540"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Minério de Ouro Primário	30	2100000	Alteamento a jusante	Média	Baixa	D	Sim
276	Barragem EPP	Mineração Apoena S A	10.302.599/0001-71	"-15°20'51.5314"""	"-59°15'26.9518"""	Sul do Equador	MT	PONTES E LACERDA	Rocha Aurífera	51	4508500,37	Alteamento a jusante	Baixa	Alta	B	Sim
277	BARRAGEM T01	Valdinei Mauro de Souza	00.056.836/0581-49	"-16°17'26.700"""	"-56°42'43.100"""	Sul do Equador	MT	POCONÉ	Rocha Aurífera	16	1654500	Alteamento por linha de centro	Baixa	Baixa	E	Sim
278	BARRAGEM T02	Euler Oliveira Coelho	00.087.897/8905-97	"-15°33'42.540"""	"-55°49'21.340"""	Sul do Equador	MT	CUIABÁ	Rocha Aurífera	10	3534000	Alteamento por linha de centro	Baixa	Baixa	E	Sim
279	BARRAGEM T03	Euler Oliveira Coelho	00.087.897/8905-97	"-15°50'05.240"""	"-56°11'12.360"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Rocha Aurífera	12	3704000	Alteamento a jusante	Média	Baixa	D	Sim
280	BR BOSCO	Filadelfo dos Reis Dias	00.004.794/2901-44	"-15°39'22.881"""	"-56°20'16.227"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Minério de Ouro Primário	45	1300000	Alteamento a jusante	Média	Média	C	Sim
281	BR ISMAEL	Ismael Ledovino de Arruda	00.015.682/9861-72	"-16°14'43.930"""	"-56°35'21.410"""	Sul do Equador	MT	POCONÉ	Areia	14	450000	Alteamento a jusante	Média	Média	C	Sim
282	BR SANTA FELICIDADE	Filadelfo dos Reis Dias	00.004.794/2901-44	"-15°39'49.845"""	"-56°21'09.410"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Minério de Ouro Primário	20,3	650000	Alteamento a montante ou desconhecido	Média	Média	C	Sim
283	BRAVO 1	Nagella Chrissie Firmino Bravo	00.004.238/0611-44	"-15°27'59.450"""	"-56°27'39.225"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Minério de Ouro Primário	15	941039,88	Alteamento a jusante	Baixa	Média	C	Sim
284	Cabeceiras	Mineração Apoena S A	10.302.599/0001-71	"-14°50'09.557"""	"-59°40'08.728"""	Sul do Equador	MT	VILA BELA DA SANTÍSSIMA TRINDADE	Minério de Ouro Primário	16,5	64107,97	Etapa única	Baixa	Média	C	Sim
285	CASA DE PEDRA	Maney Mineração Casa de Pedra Ltda	80.336.233/0001-07	"-15°33'36.400"""	"-55°47'33.900"""	Sul do Equador	MT	CUIABÁ	Minério de Ouro Primário	8	15652000	Alteamento por linha de centro	Baixa	Alta	B	Sim
286	Casarão	Mineração Apoena S A	10.302.599/0001-71	"-14°51'08.697"""	"-59°39'16.087"""	Sul do Equador	MT	VILA BELA DA SANTÍSSIMA TRINDADE	Minério de Ouro Primário	15,3	50676,2	Etapa única	Baixa	Média	C	Sim
287	Dique de Finos	Mineração Apoena S A	10.302.599/0001-71	"-14°50'52.3"""	"-59°39'45.3"""	Sul do Equador	MT	VILA BELA DA SANTÍSSIMA TRINDADE	Minério de Ouro Primário	19	419440,8	Etapa única	Baixa	Alta	B	Sim
288	GONÇA	Gonçalo Pedroso de Barros	00.017.807/3441-72	"-16°14'03.300"""	"-56°36'35.600"""	Sul do Equador	MT	POCONÉ	Areia	1,45	265000	Alteamento a jusante	Média	Média	C	Sim
289	OURO FINO	Lysander Lima de França	00.005.533/4409-92	"-16°18'45.010"""	"-56°39'08.230"""	Sul do Equador	MT	POCONÉ	Areia	20	867000	Alteamento a jusante	Média	Média	C	Sim
290	Planta	PROMETÁLICA MINERAÇÃO LTDA	03.564.155/0001-49	"-15°23'56.1494"" "	"-58°08'53.6183"""	Sul do Equador	MT	RIO BRANCO	Minério de Zinco	20	230000	Etapa única	Média	Alta	B	Sim
291	POND 1 - BARRAGEM DE LIXIVIAÇÃO	NX GOLD S A Filial: NX GOLD SA	18.501.410/0002-62	"-14°38'26.700"""	"-52°29'49.000"""	Sul do Equador	MT	NOVA XAVANTINA	Minério de Ouro Primário	13,12	440000	Etapa única	Baixa	Alta	B	Sim
292	POND 2 - BARRAGEM DE FLOTAÇÃO	NX GOLD S A Filial: NX GOLD SA	18.501.410/0002-62	"-14°38'20.200"""	"-52°29'55.000"""	Sul do Equador	MT	NOVA XAVANTINA	Minério de Ouro Primário	16,24	210000	Etapa única	Baixa	Média	C	Sim
293	POND 3 - BARRAGEM DE FLOTAÇÃO	NX GOLD S A Filial: NX GOLD SA	18.501.410/0002-62	"-14°38'21.600"""	"-52°30'04.900"""	Sul do Equador	MT	NOVA XAVANTINA	Minério de Ouro Primário	13,58	150000	Etapa única	Baixa	Média	C	Sim
294	RONDON	ROBERTO NUNES RONDON	00.035.257/1131-04	"-16°17'32.640"""	"-56°39'02.720"""	Sul do Equador	MT	POCONÉ	Areia	25	490000	Alteamento a jusante	Média	Média	C	Sim
295	SANDRO GOMES	Valdinei Mauro de Souza	00.056.836/0581-49	"-16°17'42.550"""	"-56°43'32.220"""	Sul do Equador	MT	POCONÉ	Areia	19	200000	Alteamento a jusante	Baixa	Baixa	E	Sim
296	Santa Tereza	Jeová Barbosa de Morais	00.070.217/8581-04	"-15°52'21.100"""	"-56°10'19.900"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Aluvião Aurífero	15	671803,89	Alteamento a jusante	Média	Média	C	Sim
297	Santa Tereza II	Jeová Barbosa de Morais	00.070.217/8581-04	"-15°52'28.649"""	"-56°09'59.637"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Minério de Ouro Primário	5	150000	Alteamento a jusante	Média	Média	C	Sim
298	Tanque Fundo	Humberto Covezzi	00.029.902/5251-72	"-15°59'15.130"""	"-56°18'49.880"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Minério de Ouro Primário	10,4	1267291,33	Alteamento a jusante	Média	Baixa	D	Sim
299	Tarumã	VM Mineração e Construção Eireli EPP	03.121.422/0001-03	"-16°13'12.740"""	"-56°36'35.760"""	Sul do Equador	MT	POCONÉ	Minério de Ouro Primário	15	642200,99	Alteamento a jusante	Baixa	Baixa	E	Sim
300	TB01	Marcelo Massaru Takahashi	00.061.608/3191-72	"-15°57'23.000"""	"-56°28'44.300"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Minério de Ouro Primário	15	582171,51	Alteamento a jusante	Baixa	Baixa	E	Sim
301	2 Kalunga	Vale S A Filial: Vale Manganês do Azul	33.592.510/0130-51	"-6°07'07.300"""	"-50°18'18.900"""	Sul do Equador	PA	PARAUAPEBAS	Minério de Manganês	7,5	718027	Etapa única	Baixa	Média	C	Sim
302	Azul	Vale S A Filial: Vale Manganês do Azul	33.592.510/0130-51	"-6°04'41.300"""	"-50°17'29.300"""	Sul do Equador	PA	PARAUAPEBAS	Minério de Manganês	32	12995662	Alteamento a jusante	Baixa	Alta	B	Sim
303	B1	Mineração Paragominas S A Filial: Mineração Paragominas S.A.	12.094.570/0004-10	"-3°15'54.986"""	"-47°45'11.167"""	Sul do Equador	PA	PARAGOMINAS	Bauxita Grau Metalúrgico	31,8	21100000	Alteamento a montante ou desconhecido	Baixa	Alta	B	Sim
304	B5	Mineração Paragominas S A Filial: Mineração Paragominas S.A.	12.094.570/0004-10	"-3°16'30.000"""	"-47°44'11.000"""	Sul do Equador	PA	PARAGOMINAS	Bauxita Grau Metalúrgico	37	3218629	Alteamento a jusante	Baixa	Alta	B	Sim
305	B6	Mineração Paragominas S A Filial: Mineração Paragominas S.A.	12.094.570/0004-10	"-3°15'34.180"""	"-47°45'29.495"""	Sul do Equador	PA	PARAGOMINAS	Bauxita Grau Metalúrgico	13	595008,65	Etapa única	Baixa	Alta	B	Sim
306	Bacia 1 A	Imerys, Rio Capim Caulim S A	16.532.798/0001-52	"-1°34'35.7"""	"-48°45'16.0"""	Sul do Equador	PA	BARCARENA	Caulim	9	858000	Etapa única	Baixa	Alta	B	Sim
307	Bacia 1 B	Imerys, Rio Capim Caulim S A	16.532.798/0001-52	"-1°34'27.000"""	"-48°45'01.800"""	Sul do Equador	PA	BARCARENA	Caulim	9	260000	Etapa única	Baixa	Alta	B	Sim
308	Bacia 17	Serabi Mineração S.a.	04.207.303/0001-30	"-6°19'30.340"""	"-55°47'10.880"""	Sul do Equador	PA	ITAITUBA	Minério de Ouro Primário	14,5	80000	Etapa única	Baixa	Média	C	Sim
309	Bacia 2	Imerys, Rio Capim Caulim S A	16.532.798/0001-52	"-1°34'23.000"""	"-48°45'20.000"""	Sul do Equador	PA	BARCARENA	Caulim	9	850000	Etapa única	Baixa	Alta	B	Sim
310	Bacia 3	Imerys, Rio Capim Caulim S A	16.532.798/0001-52	"-1°34'14.200"""	"-48°45'25.300"""	Sul do Equador	PA	BARCARENA	Caulim	9	465584	Etapa única	Baixa	Alta	B	Sim
311	Bacia 5 A	Imerys, Rio Capim Caulim S A	16.532.798/0001-52	"-1°34'53.9713"""	"-48°45'6.1718"" "	Sul do Equador	PA	BARCARENA	Caulim	13,5	510000	Etapa única	Baixa	Alta	B	Sim
312	Bacia 5 B	Imerys, Rio Capim Caulim S A	16.532.798/0001-52	"-1°34'50.7788"" "	"-48°44'54.613"""	Sul do Equador	PA	BARCARENA	Caulim	13,5	270000	Etapa única	Baixa	Alta	B	Sim
313	Bacia 5 C	Imerys, Rio Capim Caulim S A	16.532.798/0001-52	"-1°35'3.2492"""	"-48°44'56.6794"""	Sul do Equador	PA	BARCARENA	Caulim	13,5	767000	Etapa única	Baixa	Alta	B	Sim
314	Bacia 6 A	Imerys, Rio Capim Caulim S A	16.532.798/0001-52	"-1°34'58.000"""	"-48°44'49.400"""	Sul do Equador	PA	BARCARENA	Caulim	11	366433	Etapa única	Baixa	Média	C	Sim
315	Bacia B 1	Imerys, Rio Capim Caulim S A	16.532.798/0001-52	"-1°34'50.4019"""	"-48°46'21.9648"""	Sul do Equador	PA	BARCARENA	Caulim	3	80000	Etapa única	Baixa	Alta	B	Sim
316	Bacia B 1	Pará Pigmentos S A	33.931.510/0001-31	-2°50'0.4477	-47°54'29.2165	Sul do Equador	PA	IPIXUNA DO PARÁ	Caulim	13	270000	Etapa única	Baixa	Média	C	Sim
317	Bacia B 4	Imerys, Rio Capim Caulim S A	16.532.798/0001-52	"-1°34'39.000"""	"-48°46'32.000"""	Sul do Equador	PA	BARCARENA	Caulim	4,5	45000	Etapa única	Baixa	Média	C	Sim
318	Bacia de Controle Ambiental	Pará Pigmentos S A	33.931.510/0001-31	"-2°49'14.600"""	"-47°54'23.400"""	Sul do Equador	PA	IPIXUNA DO PARÁ	Caulim	8	175000	Etapa única	Baixa	Média	C	Sim
319	BACIA DE REJEITOS 14/15	Serabi Mineração S.a.	04.207.303/0001-30	"-6°19'28.400"""	"-55°47'16.300"""	Sul do Equador	PA	ITAITUBA	Minério de Ouro Primário	8	130000	Alteamento a montante ou desconhecido	Média	Média	C	Sim
320	BACIA DE REJEITOS 16	Serabi Mineração S.a.	04.207.303/0001-30	"-6°19'30.300"""	"-55°47'04.200"""	Sul do Equador	PA	ITAITUBA	Minério de Ouro Primário	7	87000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
321	Bacia de Segurança	Imerys, Rio Capim Caulim S A	16.532.798/0001-52	"-1°34'58.000"""	"-48°44'49.400"""	Sul do Equador	PA	BARCARENA	Caulim	11	30000	Etapa única	Baixa	Média	C	Sim
322	Barragem Antas Norte	Avb Mineração Ltda.	07.605.563/0001-52	"-6°14'10.040"""	"-49°45'59.230"""	Sul do Equador	PA	CURIONÓPOLIS	Minério de Cobre	11	1058000	Etapa única	Baixa	Média	C	Sim
323	Barragem de Água do Igarapé Bahia	Vale Minas Gerais	33.592.510/0217-47	"-6°01'44.576"""	"-50°33'06.980"""	Sul do Equador	PA	PARAUAPEBAS	Areia	14,7	600000	Alteamento a jusante	Baixa	Média	C	Sim
324	BARRAGEM DE CAPTAÇÃO	Salobo Metais Sa.	33.931.478/0001-94	"-5°47'54.100"""	"-50°30'09.500"""	Sul do Equador	PA	MARABÁ	Minério de Cobre	19	220238,65	Etapa única	Baixa	Média	C	Sim
325	BARRAGEM DE FINOS II	Salobo Metais Sa.	33.931.478/0001-94	"-5°49'26.300"""	"-50°29'29.100"""	Sul do Equador	PA	MARABÁ	Minério de Cobre	13	891538	Etapa única	Baixa	Média	C	Sim
326	BARRAGEM DE REJEITOS	Salobo Metais Sa.	33.931.478/0001-94	"-5°46'40.800"""	"-50°31'22.500"""	Sul do Equador	PA	MARABÁ	Minério de Cobre	63	33200000	Alteamento a jusante	Baixa	Alta	B	Sim
327	Barragem do Bandeira	Mineração Buritirama S A	27.121.672/0001-01	"-5°30'45.000"""	"-50°13'21.000"""	Sul do Equador	PA	MARABÁ	Minério de Manganês	14,6	1724296,94	Alteamento a jusante	Baixa	Média	C	Sim
328	Barragem do Mirante I e II	Cadam S.a.	04.788.980/0001-90	"-0°53'51.400"""	"-52°26'30.500"""	Sul do Equador	PA	ALMEIRIM	Caulim	35	1182758	Alteamento a jusante	Baixa	Alta	B	Sim
